Tanggal;Aceh;Sumatera Utara;Sumatera Barat;Riau;Kepulauan Riau;Jambi;Bengkulu;Sumatera Selatan;Kepulauan Bangka Belitung;Lampung;Banten;Jawa Barat;DKI Jakarta;Jawa Tengah;DI Yogyakarta;Jawa Timur;Bali;Nusa Tenggara Barat;Nusa Tenggara Timur;Kalimantan Barat;Kalimantan Selatan;Kalimantan Tengah;Kalimantan Timur;Kalimantan Utara;Gorontalo;Sulawesi Selatan;Sulawesi Tenggara;Sulawesi Tengah;Sulawesi Utara;Sulawesi Barat;Maluku;Maluku Utara;Papua;Papua Barat
22/10/2021;10100;11100;13250;12250;13450;11800;11300;11250;11400;11100;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13200;13850;12150;13550;11000;9800;10850;10600;11300;9750;13150;12700;12050;13000
25/10/2021;10100;11050;13250;12250;13450;11800;11300;11250;11400;11100;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13200;13850;12150;13550;11000;9800;10850;10600;11300;9750;13150;12700;12050;13000
26/10/2021;10100;11050;13250;12250;13450;11800;11300;11250;11400;11100;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13200;13850;12150;13550;11000;9800;10850;10600;11300;9750;13150;12700;12050;13000
27/10/2021;10100;11050;13250;12250;13450;11800;11300;11250;11400;11100;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13200;13850;12150;13550;11000;9800;10850;10600;11300;9750;13150;12700;12050;13000
28/10/2021;10100;11050;13250;12250;13450;11800;11300;11250;11400;11100;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13200;13850;12150;13550;11000;9800;10850;10600;11300;9750;13150;12700;12050;13000
29/10/2021;10100;11050;13250;12250;13450;11800;11300;11250;11400;11100;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13200;13900;12150;13550;11000;9800;10850;10600;11300;9750;13150;12700;12050;13000
01/11/2021;10100;11050;13200;12250;13450;11800;11300;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13500;13150;13900;12150;13550;11050;9800;10850;10600;11300;9750;13150;12700;12050;13000
02/11/2021;10100;11050;13200;12250;13450;11800;11300;;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13750;12150;13550;11050;9800;10850;10600;11300;9750;13150;12700;12100;13000
03/11/2021;10100;11050;13200;12250;13450;11800;11300;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13900;12150;13550;11000;9800;10850;10600;11300;9750;13150;12700;12100;13000
04/11/2021;10100;11050;13200;12250;13450;11800;11300;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13900;12150;13550;11000;9800;10850;10600;11300;9750;13150;12700;12100;13000
05/11/2021;10100;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13900;12150;13550;11000;9800;10850;10600;11300;9750;13150;12700;12100;13000
08/11/2021;10100;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13900;12150;13550;11000;9800;10850;10600;11200;9750;13150;12700;12100;13000
09/11/2021;10100;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13900;12150;13550;11000;9800;10850;10600;11350;9750;13150;12700;12100;13000
10/11/2021;10100;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10200;;9350;11300;13350;13150;13900;12100;13500;11000;9800;10850;10600;11350;9750;13150;12700;12100;13000
11/11/2021;10100;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13900;12100;13500;11000;9800;10850;10600;11350;9750;13150;12700;12100;13000
12/11/2021;10100;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13900;12100;13500;11000;9800;10850;10600;11350;9750;13150;12700;12100;13000
15/11/2021;10150;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13900;12100;13500;11000;9800;10850;10600;11350;9750;13150;12700;12100;13000
16/11/2021;10150;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13900;12100;13500;11000;9800;10850;10600;11350;9750;13150;12700;12100;13000
17/11/2021;10150;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13850;12100;13500;11000;9800;10850;10600;11350;9750;13150;12700;12100;13000
18/11/2021;10150;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10200;10650;9350;11300;13350;13150;13850;12100;13500;11000;9800;10850;10600;11300;9750;13150;12700;12100;13000
19/11/2021;10150;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10250;10650;9350;11300;13350;13150;13850;12100;13500;10900;9800;10850;10600;11300;9750;13150;12700;12100;13000
22/11/2021;10150;11050;13200;12250;13450;11800;11250;11250;11400;11150;11200;11150;13250;10750;11250;10250;10650;9350;11300;13350;13150;13850;12100;13500;10900;9800;10850;10600;11300;9750;13150;12700;12150;13000
23/11/2021;10150;11050;13200;12250;13550;11800;11250;11250;11400;11150;11200;11150;13300;10750;11250;10250;10650;9350;11300;13350;13150;13850;12100;13500;10900;9800;10850;10600;11300;9750;13150;12700;12100;13000
24/11/2021;10150;11050;13200;12250;13550;11800;11250;11250;11400;11150;11200;11150;13300;10750;11250;10250;10650;9350;11300;13350;13150;13900;12100;13500;10900;9800;10850;10600;11300;9800;13150;12700;12100;13000
25/11/2021;10150;11050;13200;12250;13550;11800;11250;11250;11400;11150;11200;11150;13300;10750;11250;10250;10650;9350;11300;13350;13150;13900;12100;13500;10900;9800;10850;10600;11300;9800;13150;12700;12100;13000
26/11/2021;10150;11050;13200;12250;13550;11800;11250;11250;11400;11150;11200;11150;13300;10750;11250;10250;10650;9350;11300;13350;13150;13900;12100;13500;10900;9800;10850;10600;11300;9800;13150;12700;12100;13000
29/11/2021;10150;11050;13200;12250;13550;11800;11250;11250;11400;11150;11200;11150;13300;10750;11250;10250;10650;9350;11300;13350;13150;13900;12100;13500;10900;9800;10850;10600;11300;9800;13150;12700;12100;13000
30/11/2021;10150;11050;13200;12250;13550;11800;11300;11250;11400;11150;11200;11200;13350;10750;11250;10250;10650;9350;11300;13350;13150;13900;12100;13500;10900;9800;10850;10600;11250;9800;13150;12700;12100;13000
01/12/2021;10150;11050;13200;12250;13550;11800;11300;11250;11400;11150;11200;11150;13350;10750;11250;10250;10650;9350;11300;13350;13150;13900;12150;13500;10900;9800;10850;10600;11250;9800;13150;12700;12100;13000
02/12/2021;10150;11050;13200;12250;13550;11800;11300;11250;11400;11150;11200;11150;13350;10750;11250;10250;10650;9350;11300;13350;13150;13900;12150;13500;10900;9800;10850;10600;11250;9800;13150;12700;12100;13000
03/12/2021;10150;11050;13200;12250;13550;11800;11250;11250;11400;11150;11200;11150;13350;10750;11250;10250;10650;9350;11300;13350;13150;13900;12150;13500;10900;9800;10850;10600;11250;9800;13150;12700;12100;13000
06/12/2021;10150;11050;13200;12200;13550;11800;11250;11250;11400;11150;11200;11150;13350;10750;11250;10300;10650;9350;11300;13350;13150;13900;12150;13500;10900;9800;10850;10600;11250;9750;13150;12700;12100;13000
07/12/2021;10150;11050;13250;12250;13550;11800;11250;11250;11400;11150;11200;11200;13350;10750;11250;10300;10650;9450;11300;13350;13150;13900;12150;13500;10900;9800;10850;10600;11250;9750;13150;12700;12100;13000
08/12/2021;10150;11050;13250;12250;13550;11800;11250;11250;11400;11150;11200;11150;13400;10750;11250;10300;10650;9450;11300;13350;13150;13900;12150;13500;10900;9800;10850;10600;11250;9750;13150;12700;12100;13000
09/12/2021;10150;11050;13250;12250;13550;11800;11250;11250;11400;11150;11200;11200;13400;10750;11250;10300;10650;9450;11300;13350;13150;13900;12150;13500;10900;9800;10850;10600;11250;9750;13150;12700;12100;13000
10/12/2021;10150;11050;13250;12200;13550;11800;11250;11250;11400;11150;11200;11200;13400;10750;11250;10300;10650;9400;11300;13350;13150;13900;12150;13500;10900;9800;10900;10600;11250;9750;13150;12700;12100;13000
13/12/2021;10150;11100;13250;12200;13550;11800;11250;11300;11400;11200;11200;11200;13450;10750;11250;10300;10650;9400;11300;13400;13150;13850;12150;13500;10900;9800;10900;10600;11250;9750;13150;12700;12100;13000
14/12/2021;10150;11100;13250;12200;13550;11800;11300;11300;11400;11200;11200;11200;13450;10750;11250;10300;10700;9400;11300;13400;13150;13850;12150;13600;10900;9800;10900;10600;11250;9750;13150;12700;12100;13000
15/12/2021;10150;11100;13250;12200;13550;11800;11300;11300;11400;11200;11200;11200;13450;10800;11250;10300;10700;9400;11300;13400;13150;13850;12150;13600;10900;9800;10900;10600;11250;9750;13150;12700;12100;13000
16/12/2021;10150;11100;13250;12200;13550;11800;11300;11800;11400;11200;11200;11250;13450;10800;11250;10300;10700;9500;11300;13400;13150;13850;12150;13600;10900;9800;10900;10600;11250;9750;13150;12700;12150;13000
17/12/2021;10150;11100;13250;12200;13450;11800;11300;11800;11400;11200;11200;11250;13450;10850;11250;10300;10700;9450;11300;13400;13150;13850;12150;13550;11000;9800;10900;10600;11250;9750;13150;12700;12100;12900
20/12/2021;10200;11100;13250;12250;13350;11800;11300;11350;11400;11200;11200;11250;13450;10850;11250;10300;11100;9500;11200;13350;13150;13850;12150;;11000;9800;10900;10600;11250;9700;13150;12750;12100;12900
21/12/2021;10200;11100;13200;12250;13350;11800;11300;11500;11450;11200;11200;11250;13450;10900;11250;10300;11100;9500;11300;13350;13150;13850;12150;;11000;9800;10900;10600;11200;9750;13150;12200;12100;12900
22/12/2021;10250;11100;13250;12250;;11800;11300;11350;11450;11200;11200;11250;13450;10900;11250;10300;11100;9550;11300;13350;13150;13850;12100;;11000;9800;10900;10600;11200;9750;13150;12800;12100;12900
23/12/2021;10250;11100;13250;12250;;11800;11300;11350;11400;11200;11200;11250;13450;10900;11250;10350;11100;9500;11300;14950;13150;13850;12150;;11000;9800;10950;10600;11200;9800;13150;12800;12100;12900
24/12/2021;10250;11100;13250;12300;;11800;11300;11350;11400;11200;11200;11250;13450;10900;11250;10350;11100;9500;11300;13350;13150;13850;12150;;11000;9800;10900;10600;11200;9800;13150;12800;12100;12900
27/12/2021;10250;11150;13250;12250;13750;11800;11300;11350;11400;11200;11350;11750;13550;10900;11250;10350;11150;9500;11300;13350;13150;13850;12150;12950;11000;9800;10950;10600;11200;9800;13150;12700;12100;13000
28/12/2021;10200;11100;13250;12250;13550;11800;11300;11350;11400;11200;11550;11250;13550;10900;11250;10450;11100;9500;11300;13350;13150;13850;12150;13550;10900;9800;10950;10600;11250;9800;13150;12700;12100;13000
29/12/2021;10250;11150;13250;12250;13550;11800;11300;11350;11400;11200;11550;11300;13550;10900;11250;10450;11100;9600;11300;13350;13150;13850;12150;13550;11000;9900;10950;10600;11200;9750;13150;12650;12100;13000
30/12/2021;10250;11150;13250;12250;13550;11800;11300;11350;11400;11200;11550;11250;13550;10900;11250;10500;11100;9600;11300;13350;13150;13850;12150;13550;11000;9900;10950;10600;11200;9750;13150;12650;12100;13000
31/12/2021;10250;11150;13250;12250;13550;11800;11300;11350;11400;11200;11550;11250;13550;10950;11250;10500;11100;9600;11300;13350;13150;13850;12150;13550;11000;9900;10950;10600;11200;9750;13150;12650;12100;13000
03/01/2022;10250;11150;13250;12250;13550;11800;11300;11450;11400;11250;11550;11250;13550;10950;11250;10500;11100;9600;11300;13350;13100;13850;12200;13550;11000;9900;10950;10600;11250;9750;13150;12650;12100;13000
04/01/2022;10300;11150;13250;12250;13550;11800;11300;11300;11400;11250;11550;11300;13550;10950;11250;10550;11350;9700;11300;13350;13100;13850;12200;13550;11000;9900;10950;10600;11250;9750;13150;12650;12100;13000
05/01/2022;10350;11150;13200;12250;13200;11800;11300;11400;11400;11250;11550;11300;13550;10950;11250;10500;11400;9700;11300;13350;13100;13850;12200;13300;11000;9900;10950;10600;11250;9750;13150;12650;12100;13000
06/01/2022;10350;11150;13200;12250;13200;11800;11300;11400;11400;11250;11550;11300;13550;10950;11250;10500;11450;9700;11300;13350;13100;13850;12200;13350;11000;9900;10950;10600;11250;9750;13150;12650;12100;13000
07/01/2022;10400;11150;13200;12250;13200;11800;11300;11400;11400;11300;11550;11300;13550;10950;11250;10500;11350;9700;11300;13350;13100;13850;12200;13450;11000;9900;10950;10600;11250;9750;13150;12650;12150;13000
10/01/2022;10400;11150;13200;12250;13200;11800;11300;11400;11400;11300;11550;11300;12600;10950;11250;10500;11400;9750;11300;13350;13100;13850;12050;13450;11000;9900;10950;10600;11250;9750;13150;12650;12100;13000
11/01/2022;10350;11150;13200;12250;13200;11800;11300;11400;11400;11300;11550;11300;13550;11000;11250;10500;11400;9750;11300;13350;13100;13900;12300;13400;11000;9900;10950;10600;11250;9750;13150;12650;12100;13000
12/01/2022;10350;11150;13200;12250;13200;11800;11300;11400;11550;11350;11550;11300;13600;11000;11250;10500;11550;9750;11300;13350;13100;13900;12300;13400;11000;9950;10950;10600;11250;9750;13150;12650;12100;13000
13/01/2022;10350;11200;13200;12250;13200;11800;11350;11400;11550;11350;11550;11300;13600;11000;11250;10500;11550;9750;11350;13350;13100;14000;12300;13400;11000;9950;10950;10600;11250;9750;13150;12650;12100;13000
14/01/2022;10350;11200;13200;12250;13100;11800;11500;11400;11550;11350;11550;11300;13600;11000;11250;10550;11550;9750;11400;13350;13100;14000;12300;13400;11000;9950;10950;10600;11250;9750;13150;12650;12100;13000
17/01/2022;10350;11200;13200;12250;13100;11800;11500;11400;11550;11350;11550;11350;13550;10950;11250;10550;11550;9750;11400;13350;13150;14000;12300;13400;11000;9950;10950;10600;11250;9800;13150;12650;12100;13000
18/01/2022;10350;11200;13200;12300;13100;11800;11550;11400;11550;11350;11550;11350;13550;10950;11250;10550;11650;9750;11400;13350;13150;14150;12300;13400;11000;9950;10950;10600;11250;9800;13150;12650;12100;13000
19/01/2022;10350;11200;13200;12300;13100;11800;11550;11400;11600;11350;11550;11350;13550;11000;11250;10550;11600;9750;11400;13350;13150;14050;12300;13400;11000;9950;10950;10600;11250;9800;13150;12650;12100;13000
20/01/2022;10400;11200;13200;12400;13100;11800;11550;11400;11600;11350;11550;11350;13550;11000;11250;10550;11650;9750;11400;13350;13150;14050;12300;13400;11000;9950;10950;10600;11250;9800;13150;12650;12100;13000
21/01/2022;10400;11200;13200;12300;13100;11800;11550;11400;11600;11400;11550;11350;13550;11000;11250;10550;11650;9750;11400;13350;13150;14100;12300;13400;11000;9950;10950;10600;11200;9800;13150;12650;12100;13150
24/01/2022;10350;11200;13200;12300;13100;11800;11550;11400;11600;11400;11500;11350;13550;11000;11250;10550;11600;9750;11400;13300;13150;14100;12300;13400;11000;9950;11000;10600;11250;9800;13150;12650;12100;13150
25/01/2022;10400;11200;13200;12300;13100;11800;11550;11400;11600;11400;11500;11350;13550;11050;11250;10550;11650;9700;11400;13300;13150;14100;12300;13400;11000;9950;11000;10600;11250;9800;13150;12650;12100;13150
26/01/2022;10400;11200;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13550;11050;11250;10500;11650;9700;11400;13300;13150;14100;12300;13400;11000;9950;11000;10600;11250;9800;13150;12650;12100;13150
27/01/2022;10400;11200;13200;12300;13100;11800;11550;11400;11650;11400;11500;11850;13550;11050;11250;10500;11650;9700;11400;13300;13150;14100;12300;13400;11000;9950;11000;10600;11250;9800;13150;12650;12100;13150
28/01/2022;10400;11200;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13550;11050;11250;10500;11650;9700;11450;13300;13150;14100;12300;13400;11000;9950;11000;10600;11250;9800;13150;12650;12100;13150
31/01/2022;10350;11200;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13550;11000;11250;10550;11600;9700;11450;13300;13150;14100;12250;13400;11000;9950;11000;10600;11250;9800;13150;12650;12150;13150
01/02/2022;;;;;;;;;;;;;;;;11000;;;;;;;;;;;;;;;;;;
02/02/2022;10350;11200;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13550;11000;11250;10550;11650;9700;11450;13300;13150;14100;12250;13450;11000;9950;11000;10600;11250;9800;13150;12650;12150;13150
03/02/2022;10350;11250;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13550;11000;11250;10550;11650;9700;11450;13300;13150;14100;12300;13450;11000;9950;11000;10600;11250;9800;13150;12650;12150;13150
04/02/2022;10350;11250;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13550;11000;11250;10550;11650;9700;11450;13300;13150;14100;12300;13450;11000;9950;11000;10600;11250;9800;13150;12650;12150;13150
07/02/2022;10400;11250;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13500;11000;11250;10550;11650;9700;11450;13300;13150;14100;12300;13450;11000;9950;11000;10600;11250;9800;13200;12650;12150;13150
08/02/2022;10400;11250;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13500;11000;11250;10550;11600;9700;11450;13300;13150;14150;12300;13450;11000;9950;11000;10600;11300;9800;13200;12650;12150;13150
09/02/2022;10350;11250;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13500;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;9950;11000;10600;11300;9800;13200;12650;12150;13150
10/02/2022;10350;11250;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13450;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;9950;11000;10600;11300;9800;13200;12650;12150;13150
11/02/2022;10350;11250;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13450;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;9950;11000;10600;11250;9800;13200;12650;12150;13150
14/02/2022;10400;11250;13200;12300;13100;11800;11550;11400;11650;11400;11500;11350;13450;11000;11250;10550;11600;9700;11450;13300;13150;14150;12300;13450;11000;9950;11000;10600;11250;9800;13200;12650;12150;13150
15/02/2022;10400;11250;13200;12300;13100;11800;11500;11400;11650;11400;11500;11350;13450;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;9950;11000;10600;11250;9950;13200;12650;12150;13150
16/02/2022;10350;11250;13200;12300;13100;11800;11500;11400;11650;11400;11500;11350;13450;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;9950;11000;10600;11250;9950;13200;12650;12150;13150
17/02/2022;10400;11250;13200;12300;13100;11800;11450;11400;11650;11400;11500;11350;13450;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;9950;11000;10600;11250;9950;13200;12650;12000;13150
18/02/2022;10400;11250;13200;12300;13100;11800;11450;11400;11650;11400;11500;11350;13450;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;9950;11000;10600;11250;9950;13150;12650;12150;13150
21/02/2022;10400;11250;13200;12200;13100;11800;11450;11400;11650;11400;11500;11350;13450;11000;11250;10550;11700;9700;11450;13300;13150;14150;12300;13450;11000;9950;11000;10600;11250;10050;13150;12650;12150;13200
22/02/2022;10400;11250;13200;12300;13100;11800;11400;11400;11700;11400;11400;11350;13450;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12650;12000;13200
23/02/2022;10400;11250;13200;12300;13100;11800;11400;11400;11700;11400;11400;11350;13450;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12650;12150;13200
24/02/2022;10400;11250;13200;12300;13100;11800;11350;11400;11700;11400;11400;11350;13450;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12650;12150;13200
25/02/2022;10400;11250;13200;12300;13100;11800;11350;11400;11700;11400;11400;11350;13450;11000;11250;10550;11650;9700;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12650;12150;13200
28/02/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/03/2022;10400;11250;13200;12300;13100;11800;11350;11400;11700;11400;11400;11350;13450;11000;11250;10550;11650;9650;11450;13300;13150;14150;12300;13450;11100;10000;11000;10600;11250;10050;13150;12650;12150;13200
02/03/2022;10400;11250;13200;12300;13100;11800;11350;11400;11700;11400;11400;11350;13450;11000;11250;10550;11650;9600;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12650;12150;13200
03/03/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/03/2022;10400;11250;13200;12200;13100;11800;11350;11400;11700;11400;11400;11350;13450;11000;11250;10550;11650;9600;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12650;12000;13200
07/03/2022;10400;11250;13200;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;11000;11250;10550;11650;9600;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12650;12150;13200
08/03/2022;10400;11250;13200;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;11000;11250;10550;11650;9600;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12650;12150;13200
09/03/2022;10400;11250;13200;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;11000;11250;10550;11650;9600;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12600;12150;13200
10/03/2022;10400;11250;13200;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;11000;11250;10550;11650;9650;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12650;12150;13200
11/03/2022;10400;11250;13200;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;11000;11250;10550;11650;9600;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12700;12150;13200
14/03/2022;10400;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9600;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13150;12650;12150;13200
15/03/2022;10400;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9600;11450;13300;13150;14150;12300;13450;11000;10000;11000;10600;11250;10050;13200;12700;12150;13200
16/03/2022;10400;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9600;11450;13300;13150;14150;12300;13450;11000;9900;11000;10600;11250;10050;13200;12700;12000;13200
17/03/2022;10400;11250;13250;12200;;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9600;;13300;13150;14150;12250;13450;;9900;11000;10600;11250;10050;12700;12650;12250;13200
18/03/2022;10400;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9600;11450;13300;13150;14150;12300;13450;11000;9900;11000;10600;11250;10050;13200;12650;12250;13200
21/03/2022;10400;11250;13250;12150;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9500;11450;13300;13150;14150;12300;13450;11000;9900;11000;10600;11250;10050;13200;12700;12250;13200
22/03/2022;10400;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9500;11450;13300;13150;14100;12300;13450;11000;9900;11000;10600;11300;10000;13200;12650;12250;13200
23/03/2022;10400;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9500;11450;13300;13150;14100;12300;13450;11000;9900;11000;10600;11400;10000;13200;12650;12250;13200
24/03/2022;10400;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11400;13450;10950;11250;10600;11650;9500;11450;13300;13150;14100;12300;13450;11000;9900;11000;10600;11400;10000;13200;12650;12250;13200
25/03/2022;10400;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9500;11450;13300;13150;14100;12300;13500;11000;9900;11050;10600;11400;10000;13200;12700;12250;13200
28/03/2022;10350;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9350;11450;13300;13150;14100;12300;13500;11000;9900;11050;10600;11450;10000;13200;12650;12250;13200
29/03/2022;10350;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9350;11450;13300;13150;14100;12300;13500;11000;9900;11050;10600;11450;10000;13200;12650;12300;13200
30/03/2022;10350;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9350;11450;13300;13150;14100;12300;13500;11000;9900;11050;10600;11450;10000;13200;12650;12300;13200
31/03/2022;10350;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9350;11450;13300;13150;14100;12300;13500;11000;9900;11050;10600;11450;9950;13200;12650;12300;13200
01/04/2022;10350;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10600;11650;9350;11450;13300;13150;14100;12300;13500;11000;9900;11050;10600;11500;9950;13200;12650;12300;13200
04/04/2022;10350;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11950;13450;10950;11250;10550;11650;9350;11450;13300;13150;14100;12300;13500;11000;9900;11050;10600;11450;9950;13200;12650;12450;13200
05/04/2022;10350;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9350;11450;13300;13150;14100;12300;13500;11000;9900;11050;10600;11450;9950;13200;12650;12300;13200
06/04/2022;10350;11250;13250;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9350;11450;13300;13150;14050;12300;13500;11000;9900;11050;10600;11400;9950;13200;12650;12300;13200
07/04/2022;10350;11250;13300;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9350;11450;13300;13150;14050;12300;13500;11000;9900;11050;10600;11400;9950;13200;12650;12300;13200
08/04/2022;10450;11250;13300;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9350;11450;13300;13150;14050;12300;13500;11000;9900;11050;10600;11400;9950;13200;12650;12300;13200
11/04/2022;10350;11250;13300;12200;13100;11800;11300;11300;11700;11400;11400;11350;13450;11000;11250;10550;11650;9350;11450;13300;13150;13950;12300;13500;11000;9900;11050;10600;11400;9950;13200;12650;12300;13200
12/04/2022;10300;11250;13300;12200;13100;11800;11300;11300;11700;11400;11400;11350;13450;11000;11250;10550;11650;9350;11450;13350;13150;14000;12300;13500;11000;9900;11050;10600;11350;9950;13200;12650;12300;13200
13/04/2022;10300;11250;13300;12200;13100;11800;11300;11300;11700;11400;11400;11350;13450;11000;11250;10550;11650;9350;11450;13300;13150;14000;12300;13500;11000;9900;11050;10600;11350;9950;13200;12650;12300;13200
14/04/2022;10300;11250;13300;12200;13100;11800;11300;11300;11700;11400;11400;11350;13450;11000;11250;10550;11650;9350;11450;13300;13150;14000;12300;13500;11000;9900;11050;10600;11350;9950;13200;12650;12300;13200
15/04/2022;;;;;;;;11500;;;;;;;;;;;;13750;;;;;;;;;;;;;;
18/04/2022;10300;11250;13300;12200;13100;11800;11300;13200;11700;11400;11400;11350;13450;11000;11250;10550;11650;9350;11450;13300;13100;14000;12350;13500;11000;9900;11000;10600;11400;9950;13100;12650;12300;13200
19/04/2022;10300;11250;13300;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9350;11450;13300;13100;13950;12350;13500;11000;9900;11000;10600;11400;9950;13100;12650;12300;13200
