Tanggal;Aceh;Sumatera Utara;Sumatera Barat;Riau;Kepulauan Riau;Jambi;Bengkulu;Sumatera Selatan;Kepulauan Bangka Belitung;Lampung;Banten;Jawa Barat;DKI Jakarta;Jawa Tengah;DI Yogyakarta;Jawa Timur;Bali;Nusa Tenggara Barat;Nusa Tenggara Timur;Kalimantan Barat;Kalimantan Selatan;Kalimantan Tengah;Kalimantan Timur;Kalimantan Utara;Gorontalo;Sulawesi Selatan;Sulawesi Tenggara;Sulawesi Tengah;Sulawesi Utara;Sulawesi Barat;Maluku;Maluku Utara;Papua;Papua Barat
20/04/2022;10300;11250;13300;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;11000;11250;10550;11650;9350;11450;13300;13100;13950;12350;13500;11000;9900;11000;10600;11400;9950;13100;12650;12300;13200
21/04/2022;10300;11250;13300;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9350;11450;13300;13100;13950;12350;13500;11000;9900;11000;10600;11400;9950;13100;12650;12300;13200
22/04/2022;10300;11250;13300;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9350;11450;13300;13100;13950;12350;13500;11000;9900;11000;10600;11400;9950;13100;12650;12300;13200
25/04/2022;10200;11250;13300;12200;13100;11800;11350;11300;11700;11400;11400;11350;13450;10950;11250;10550;11650;9350;11450;13300;13100;13950;12350;13500;11000;9900;11000;10600;11400;9900;13150;12650;12300;13200
26/04/2022;10300;11250;13300;12200;13100;11800;11400;11300;11700;11400;11400;11350;13450;10950;11250;10550;11400;9350;11450;13300;13100;13950;12350;13500;11000;9900;11000;10600;11400;9900;13150;12650;12300;13200
27/04/2022;10300;11250;13300;12200;13100;11800;11400;13150;11700;11400;11400;11350;13450;10950;11250;10550;11400;9350;11450;13300;13100;14000;12350;13500;11000;9900;11000;10600;11450;9900;13150;12650;12300;13200
28/04/2022;10300;11250;13300;12200;13100;11800;11450;13150;11700;11400;11400;11350;13450;10950;11250;10550;11400;9350;11450;13300;13100;13950;12350;13500;11000;9900;11000;10600;11450;9900;13150;12650;12300;13200
29/04/2022;;;13050;;;;;;;;;;;;;;;;;14150;;;;;;;;;;;;;;
02/05/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/05/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/05/2022;;;;;;;;;;;;;;;;;;;;13750;;;;;;;;;;;;;;
05/05/2022;;;;;;;;;;;;;;;;;;;;13750;;;;;;;;;;;;;10950;
06/05/2022;;;;;;;;;;;;;;;;;;;;13750;;;;;;;;;;;;;10950;
09/05/2022;10300;11250;13300;12200;13100;11800;11450;11300;11700;11350;11400;11350;13450;10950;11250;10550;11400;9350;11450;13300;13100;13950;12350;13500;11000;9900;11000;10600;11450;9900;13100;12650;12300;13200
10/05/2022;10300;11250;13300;12200;13050;11800;11450;11300;11700;11350;11400;11350;13450;10950;11250;10550;11100;9350;11450;13300;13100;13950;12400;13500;11000;9950;11000;10600;11450;9900;13100;12650;12300;13200
11/05/2022;10300;11250;13300;12200;13050;11800;11450;11300;11700;11350;11400;11350;13450;10950;11250;10550;11100;9350;11450;13300;13100;13950;12400;13500;11000;9950;11000;10600;11400;9900;13100;12650;12300;13200
12/05/2022;10300;11250;13300;12200;13050;11800;11450;11300;11700;11350;11400;11350;13450;10950;11250;10550;11100;9350;11450;13300;13100;13950;12400;13500;11000;9950;11000;10600;11400;9900;13100;12650;12300;13200
13/05/2022;10250;11250;13300;12200;13050;11800;11400;11300;11700;11350;11400;11350;13400;11000;11250;10550;11100;9350;11450;13300;13100;13950;12400;13500;11000;9950;11000;10600;11400;9900;13100;12650;12300;13200
16/05/2022;;;;;;;;;;;;;;;;;;;;13750;;;;;;;;;;;;;;
17/05/2022;10300;11250;13300;12200;13050;11800;11400;11300;11700;11350;11450;11350;13400;11000;11250;10600;11100;9350;11450;13300;13100;13950;12400;13500;11000;9950;11000;10600;11400;9900;13100;12650;12300;13200
18/05/2022;10300;11250;13300;12200;13050;11800;11350;11300;11700;11350;11450;11350;13400;11000;11250;10600;11100;9350;11450;13300;13100;13950;12400;13500;11000;9950;11000;10600;11400;9900;13100;12650;12300;13200
19/05/2022;10300;11250;13300;12200;13050;11800;11350;11300;11700;11350;11250;11350;13400;11000;11250;10600;11100;9350;11450;13300;13100;14000;12400;13500;11000;9950;11000;10600;11500;9900;13150;12650;12300;13200
20/05/2022;10300;11250;13300;12200;13050;11800;11350;11300;11700;11350;11250;11350;13400;11000;11250;10550;11100;9350;11450;13300;13100;14000;12400;13500;11000;9950;11000;10600;11450;9900;13150;12650;12300;13200
23/05/2022;10300;11250;13300;12150;13050;11800;11350;11300;11700;11350;11250;11350;13400;11000;11250;10550;11100;9350;11450;13250;13100;14000;12400;13500;11000;9950;11000;10600;11500;9900;13200;12650;12300;13200
24/05/2022;10300;11250;13300;12200;13050;11800;11350;11300;11700;11350;11250;11350;13400;10950;11250;10550;11100;9350;11450;13250;13100;14000;12400;13500;11000;9950;11000;10600;11500;9900;13200;12650;12300;13200
25/05/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11100;9300;11450;13250;13100;14000;12550;13500;11000;9950;11000;10600;11500;9850;13200;12650;12300;13200
26/05/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11100;9300;11450;13250;13100;14000;12400;13500;11000;9950;11000;10500;11450;9850;13200;12650;12300;13200
30/05/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11100;9300;11450;13250;13100;14000;12400;13500;11000;9950;11000;10500;11500;9850;13200;12650;12300;13200
31/05/2022;10300;11250;13250;12200;13050;11900;11350;11300;11750;11350;11250;11350;13400;10950;11250;10500;11100;9250;11450;13250;13100;14000;12400;13500;11000;9950;11000;10500;11500;9850;13200;12650;12300;13200
01/06/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/06/2022;10300;11250;13250;12200;13050;11900;11350;11300;11750;11350;11250;11350;13400;10950;11250;10500;11150;9250;11450;13250;13100;14000;12400;13450;11000;9950;11000;10500;11400;9850;13200;12650;12300;13200
03/06/2022;10300;11250;13250;12200;13050;11900;11350;11300;11750;11350;11250;11350;13400;10950;11250;10500;11150;9250;11450;13250;13100;14000;12400;13450;11000;9950;11000;10500;11400;9850;13200;12650;12300;13200
06/06/2022;10300;11250;13250;12200;13050;11900;11350;11300;11750;11350;11250;11350;13400;10950;11250;10500;11150;9250;11450;13250;13100;14000;12400;13450;10950;9950;11000;10500;11400;9800;13200;12650;12300;13200
07/06/2022;10300;11250;13250;12100;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11150;9200;11450;13250;13100;14000;12400;13450;10950;9950;11000;10500;11400;9800;13200;12650;12300;13200
08/06/2022;10250;11250;13250;12300;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11150;9200;11450;13250;13100;14000;12400;13450;10950;9950;11000;10500;11400;9800;13200;12650;12300;13200
09/06/2022;10250;11250;13250;12200;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11150;9200;11450;13250;13100;14000;12400;13450;10950;9950;11000;10500;11400;9800;13200;12600;12300;13200
10/06/2022;10400;11250;13250;12200;13050;11900;11350;11300;11700;11350;11250;11300;13400;10950;11250;10500;11150;9200;11450;13250;13100;14000;12400;13450;10950;9950;11000;10500;11400;9800;13200;12650;12300;13200
13/06/2022;10250;11250;13250;12200;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11150;9200;11450;13250;13100;13950;12400;13450;10950;9950;11000;10500;11400;9800;13200;12650;12300;13200
14/06/2022;10250;11250;13250;12200;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11150;9200;11450;13250;13100;14000;12400;13450;10950;9950;11000;10500;11400;9800;13200;12650;12300;13200
15/06/2022;10300;11250;13250;12200;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11150;9200;11450;13350;13100;14000;12400;13450;10950;9950;11000;10500;11400;9800;13200;12650;12300;13200
16/06/2022;10300;11250;13250;12200;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11150;9200;11450;13250;13100;14000;12400;13450;10950;9950;11000;10500;11400;9800;13200;12650;12300;13200
17/06/2022;10300;11250;13250;12200;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11150;9200;11450;13250;13100;14000;12400;13450;10950;9950;11000;10500;11400;9800;13200;12650;12300;13200
20/06/2022;10300;11250;13250;12200;13050;11900;11350;11300;11700;11350;11250;11350;13400;10950;11250;10500;11150;9200;11450;13250;13100;14000;12400;13450;10950;9950;11000;10500;11400;9800;13200;12650;12300;13200
21/06/2022;10300;11250;13250;12200;13050;11900;11300;11300;11700;11350;11250;11350;13100;10950;11250;10450;11300;9200;11500;13250;13100;13950;12400;13450;11000;9950;11000;10500;11400;9850;13200;12650;12300;13200
22/06/2022;10300;11250;13250;12200;13050;11900;11300;11300;11700;11350;11250;11350;13400;10950;11250;10450;11300;9200;11400;13250;13100;13950;12400;13450;11100;9950;11000;10500;11400;9850;13200;12650;12300;13200
23/06/2022;10300;11250;13250;12200;13050;11900;11300;11300;11700;11350;11250;11350;13400;10950;11250;10450;11300;9200;11400;13250;13100;13950;12400;13450;11100;9950;11000;10500;11400;9850;13200;12650;12300;13200
24/06/2022;10300;11250;13250;12200;13050;11900;11300;11300;11700;11350;11250;11350;13400;10950;11250;10450;11300;9200;11400;13250;13100;13950;12400;13450;11100;9950;11000;10500;11400;9850;13200;12650;12300;13200
27/06/2022;10300;11200;13250;12200;13050;11900;11300;11300;11700;11350;11250;11350;13400;10950;11250;10450;11300;9200;11400;13250;13100;13950;12400;13450;11100;9950;11000;10500;11400;9850;13200;12650;12300;13200
28/06/2022;10300;11200;13250;12200;13050;11900;13150;11300;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13250;13100;13950;12400;13450;11100;9950;11000;10500;11400;9850;13200;12650;12300;13200
29/06/2022;10300;11250;13250;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13250;13100;13950;12400;13450;11100;9950;11000;10500;11400;9850;13200;12650;12300;13200
30/06/2022;10300;11250;13250;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13250;13100;13950;12400;13450;11100;9950;11000;10500;11400;9800;13200;12650;12300;13200
01/07/2022;10300;11250;13250;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13250;13100;14000;12400;13450;11100;9950;11000;10500;11400;9800;13200;12650;12300;13200
04/07/2022;10300;11250;13250;12200;13050;11900;11350;11400;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13250;13100;14000;12400;13450;11100;9950;11000;10500;11400;9800;13200;12650;12300;13200
05/07/2022;10300;11250;13300;12200;13050;11900;11350;11400;11700;11300;11250;11300;13400;10950;11250;10500;11300;9200;11400;13250;13100;14000;12400;13450;11100;10050;11000;10500;11400;9800;13200;12650;12300;13200
06/07/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13350;13100;14000;12400;13450;11100;10050;11000;10500;11400;9800;13200;12650;12300;13200
07/07/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13250;13100;14000;12400;13450;11100;10050;11000;10500;11400;9800;13050;12650;12300;13200
08/07/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13250;13100;14000;12400;13450;11100;10050;11000;10500;11400;9800;13200;12650;12300;13200
11/07/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13250;13100;14000;12400;13450;11050;10050;11000;10500;11400;9800;13200;12650;12250;13200
12/07/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11300;11250;11300;13900;10950;11250;10450;11300;9200;11400;13250;13100;14000;12400;13450;10900;10050;11000;10500;11400;9800;13200;12650;12300;13200
13/07/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13250;13100;14000;12400;13450;10900;10050;11000;10500;11400;9800;13200;12650;12300;13200
14/07/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10450;11300;9200;11400;13250;13100;14000;12400;13450;10900;10050;11000;10550;11400;9800;13200;12650;12300;13200
15/07/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11300;11250;11300;13950;10950;11250;10450;11300;9200;11400;13250;13100;14000;12400;13450;10900;10050;11000;10550;11400;9800;13200;12650;12300;13200
18/07/2022;10300;11250;13300;12300;13050;11900;11350;11300;11700;11300;11250;11300;13400;10900;11250;10500;11300;9200;11400;13250;13150;14000;12400;13450;10900;10050;11000;10550;11400;9800;13200;12650;12300;13200
19/07/2022;10300;11250;13300;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10500;11300;9200;11400;13250;13150;14050;12400;13350;10900;10050;11000;10550;11400;9800;13200;12650;12300;13200
20/07/2022;10300;11200;13300;12200;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10500;11300;9200;11400;13250;13150;14050;12400;13450;10900;10050;11000;10550;11400;9800;13200;12650;12300;13250
21/07/2022;10300;11250;13300;12250;13050;11900;11350;11300;11700;11300;11250;11300;13400;10950;11250;10500;11300;9200;11400;13250;13200;14050;12400;13450;10900;10050;11000;10550;11400;9800;13200;12650;12300;13200
22/07/2022;10300;11250;13300;12250;13050;11900;11350;11300;11700;11400;11250;11300;13400;10950;11250;10550;11350;9200;11400;13250;13200;14200;12400;13450;10900;10050;11000;10550;11400;9800;13200;12650;12300;13500
25/07/2022;10350;11250;13300;12250;13050;11900;11350;11300;11700;11400;11250;11300;13400;10950;11250;10550;11350;9200;11400;13250;13200;14300;12400;13450;10900;10050;11000;10550;11450;9800;13200;12650;12300;13200
26/07/2022;10350;11250;13350;12250;13050;11900;11350;11300;11700;11400;11350;11300;13400;10950;11250;10550;11350;9200;11400;13250;13200;14300;12400;13450;10900;10050;11000;10550;11500;9800;13200;12650;12300;13200
27/07/2022;10350;11250;13350;12250;13050;11900;11350;11250;11700;11350;11250;11300;13400;10950;11250;10550;11350;9200;11400;13250;13200;14300;12400;13450;10900;10050;11000;10550;11550;9800;13200;12650;12300;13200
28/07/2022;10350;11250;13350;12250;13050;11900;11350;11250;11700;11350;11250;11300;13400;10950;11250;10550;11350;9200;11400;13250;13200;14300;12400;13450;10900;10050;11000;10550;11550;9800;13200;12650;12300;13200
29/07/2022;10350;11250;13350;12250;13050;11900;11450;11250;11700;11350;11250;11300;13400;10950;11250;10600;11350;9200;11400;13250;13350;14300;12400;13450;10900;10050;11000;10550;11550;9800;13200;12650;12300;13200
01/08/2022;10400;11250;13350;12250;13050;11900;11400;11250;11700;11400;11250;11300;13400;10950;11250;10600;11350;9200;11400;13250;13350;14300;12400;13450;10900;10050;11000;10550;11550;9800;13200;12650;12300;13200
02/08/2022;10550;11250;13350;12250;13050;11900;11450;11250;11700;11400;11250;11300;13400;10950;11250;10600;11350;9200;11400;13250;13350;14300;12400;13450;10900;10050;11000;10550;11550;9800;13200;12650;12300;13200
03/08/2022;10550;11250;13350;12250;13050;11900;11450;11300;11700;11450;11250;11300;13400;10950;11250;10650;11350;9200;11400;13250;13400;14300;12400;13450;10900;10050;11000;10550;11550;9800;13200;12650;12300;13200
04/08/2022;10550;11250;13350;12250;13050;11900;11450;11300;11700;11450;11250;11300;13400;11000;11250;10650;11350;9200;11400;13250;13450;14350;12400;13450;10900;10050;11000;10550;11550;9800;13200;12650;12300;13200
05/08/2022;10450;11250;13350;12250;13050;11900;11500;11300;11700;11450;11250;11300;13400;11000;11250;10650;11350;9200;11400;13250;13450;14350;12400;13450;10900;10050;11000;10550;11450;9750;13200;12650;12300;13200
08/08/2022;10600;11300;13400;12250;13050;11900;11500;11350;11700;11450;11250;11300;13400;11000;11250;10650;11350;9200;11400;13250;13450;14450;12400;13450;11050;10050;11000;10550;11450;9750;13200;12650;12250;13200
09/08/2022;10550;11300;13400;12250;13050;11900;11500;11350;11700;11450;11250;11300;12650;11000;11250;10650;11400;9200;11400;13250;13450;14450;12400;13450;11050;10050;11000;10550;11450;9750;13200;12650;12250;13200
10/08/2022;10600;11300;13400;12250;13050;11900;11500;11350;11700;11450;11250;11300;13400;11000;11250;10650;11400;9450;11400;13250;13450;14450;12400;13450;11050;10050;11000;10550;11450;9750;13200;12650;12250;13200
11/08/2022;10600;11300;13400;12250;13050;11900;11500;11350;11700;11450;11400;11300;13400;11000;11250;10650;11400;9500;11400;13250;13450;14500;12400;13450;11050;10050;11000;10550;11450;9750;13200;12650;12250;13200
12/08/2022;10600;11300;13400;12250;13050;11900;11500;11600;11650;11450;11400;11300;13400;11000;11250;10650;11400;9500;11400;13250;13450;14550;12450;13450;11050;10050;11000;10550;11450;9750;13200;12650;12250;13200
15/08/2022;10650;11300;13500;12200;13050;11900;11550;11600;11650;11450;11550;11350;13450;11000;11250;10700;11500;9500;11400;13250;13450;14550;12450;13450;10950;10050;11000;10550;11450;9800;13200;12650;12250;13200
16/08/2022;10650;11300;13500;12200;13050;11900;11550;11600;11650;11450;11550;11350;13500;11050;11250;10700;11550;9500;11400;13250;13450;14550;12500;13450;10950;10050;11000;10550;11450;9800;13200;12650;12250;13200
17/08/2022;11050;;;;;;;12000;;;;;;;;;;;;;;;;;;;;;;;;;12250;
18/08/2022;10650;11300;13500;12200;13050;11900;11550;11600;11650;11450;11550;11350;13600;11100;11250;10700;11550;9500;11400;13250;13450;14550;12500;13450;10950;10050;11000;10550;11450;9800;13200;12650;12250;13200
19/08/2022;10700;11300;13500;12200;13050;11900;11550;11600;11700;11450;11550;11350;13600;11100;11250;10700;11550;9550;11400;13250;13450;14650;12500;13450;10950;10050;11000;10550;11450;9800;13200;12650;12250;13200
22/08/2022;10700;11350;13500;12300;12850;11900;11550;11750;11750;11450;11550;11350;13600;11100;11250;10750;11550;9650;11400;13250;13450;14650;12450;13450;10950;10050;11000;10550;11450;9850;13200;12650;12250;13200
23/08/2022;10750;11350;13550;12300;12850;11900;11550;11750;11750;11450;11600;11350;13550;11100;11250;10750;11550;9650;11400;13250;13450;14650;12450;13450;10950;10050;11000;10650;11450;9850;13200;12650;12250;13050
24/08/2022;10750;11350;13550;12300;12850;11900;11550;11750;11750;11450;11550;11400;13600;11100;11250;10750;11550;9750;11400;13250;13450;14650;12450;13450;10950;10050;11000;10650;11450;9850;13200;12650;12250;13200
25/08/2022;10800;11350;13600;12600;12850;11900;11550;11750;11750;11450;11550;11400;13650;11150;11250;10750;11550;9750;11400;13250;13450;14650;12500;13450;10950;10050;11000;10650;11450;9850;13200;12650;12250;13200
26/08/2022;10800;11350;13600;12600;12850;12050;11550;11750;11750;11450;11550;11400;13700;11150;11250;10750;11550;9750;11400;13250;13450;14750;12500;13450;10950;10050;11000;10650;11500;9850;13200;12650;12250;13200
29/08/2022;10850;11350;13150;12600;12850;12100;11550;11550;11750;11450;11550;11400;13650;11150;11250;10750;11550;9850;11400;13250;13450;14800;12550;13450;10950;10050;11000;10650;11500;9850;13200;12650;12250;13200
30/08/2022;10850;11400;13700;12600;12850;12100;11550;11550;11750;11450;11550;11400;13650;11200;11250;10800;11550;9850;11400;13250;13450;14800;12550;13450;10950;10050;11000;10650;11500;9850;13200;12650;12300;13200
31/08/2022;10850;11400;13700;12600;12850;12100;11550;11550;11750;11450;11550;11400;13650;11200;11250;10800;11550;9850;11400;13250;13650;14800;12550;13400;10950;10050;11000;10650;11500;9850;13200;12650;12300;13200
01/09/2022;10850;11400;13700;12650;12850;12100;11550;11550;11750;11450;11550;11400;13650;11200;11250;10800;11550;9850;11400;13250;13650;14800;12550;13400;10950;10050;11000;10650;11500;9850;13150;12650;12300;13200
02/09/2022;10950;11400;13700;12750;12850;12100;11550;11550;11750;11450;11550;11400;13650;11200;11250;10800;11550;9850;11400;13250;13650;14900;12550;13400;10950;10050;11000;10700;11500;9850;13150;12650;12300;13200
05/09/2022;10950;11500;13800;12850;12850;12100;11600;11550;11750;11450;11700;11400;13650;11200;11250;10800;11550;9900;11400;13250;13650;14900;12550;13400;10950;10050;11000;10700;11500;9850;13150;12650;12300;13200
06/09/2022;10950;11500;13800;12850;12850;12100;11600;11600;11750;11450;11700;11400;12650;11250;11250;10800;11550;9900;11400;13250;13650;14900;12550;13400;10950;10050;11000;10700;11500;9850;13150;12650;12300;13200
07/09/2022;10950;11500;13850;12850;12850;12100;11600;11600;11800;11450;11700;11400;13650;11250;11250;10800;11550;9850;11400;13250;13650;14900;12550;13400;10950;10050;11000;10700;11500;9850;13150;12650;12350;13200
08/09/2022;11000;11500;13850;12850;12850;12100;11600;11600;11800;11450;11700;11400;13650;11250;11250;10800;11550;9850;11400;13250;13850;14900;12550;13400;10950;10050;11000;10700;11500;9850;13150;12650;12300;13200
09/09/2022;11050;11550;13900;12950;12850;12100;11600;11600;11800;11450;11700;11400;13750;11250;11250;10800;11550;9950;11400;13250;13850;14900;12550;13400;10950;10050;11000;10700;11500;9850;13150;12650;12300;13200
12/09/2022;11100;11600;13950;12900;12850;12100;11600;11750;11850;11450;11700;11450;13750;11250;11250;10850;11450;9950;11400;13300;13850;15000;12550;13400;11000;10050;11000;10700;11500;9850;13150;12650;12300;13200
13/09/2022;11100;11600;14000;12900;12850;12100;11650;11750;11850;11450;11700;11450;13450;11250;11450;10900;11450;9950;11400;13300;13850;15000;12550;13400;11000;10050;11000;10600;11500;9850;13150;12650;12300;13200
14/09/2022;11100;11600;14100;13250;12850;12150;11650;12100;11850;11450;11850;11450;13750;11250;11450;10900;11450;9950;11400;13500;13850;15000;12600;13400;11000;10050;11000;10600;11500;9850;13150;12650;12300;13200
15/09/2022;11100;11600;14100;13300;12850;12150;11700;12100;11850;11450;11750;11500;13750;11300;11450;10900;11450;9950;11400;13550;13850;15000;12600;13400;11000;10050;11000;10600;11500;9850;13150;12650;12300;13200
16/09/2022;11100;11600;14150;13300;12850;12150;11750;12150;11850;11450;11850;11500;13750;11300;11450;10900;11450;9950;11400;13550;13850;15000;12600;13400;10950;10050;11000;10600;11500;9850;13150;12650;12300;13200
19/09/2022;11100;11600;14250;13300;12850;12150;11750;12200;11850;11450;11850;11500;13750;11300;11450;10950;11450;9950;11400;13550;13850;15000;12600;13400;11050;10100;11000;10600;11500;9900;13150;12650;12300;13200
20/09/2022;11100;11650;14250;13300;12850;12200;11750;12200;11850;11450;11850;11500;12900;11300;11450;10950;11400;9900;11400;13550;13850;15000;12600;13400;11100;10150;11000;10600;11500;9900;13150;12650;12300;13200
21/09/2022;11050;11650;14250;13300;12850;12200;11750;12200;11850;11500;11850;11500;13750;11300;11450;11000;11400;10050;11400;13550;13850;15000;12600;13400;11150;10150;11050;10600;11500;9900;13150;12650;12300;13200
22/09/2022;11050;11650;14250;13450;12850;12450;11850;12250;11850;11550;11850;11500;13750;11300;11450;11000;11400;10050;11400;13550;13850;15000;12600;13400;11150;10100;11050;10600;11500;9850;13150;12650;12300;13200
23/09/2022;11050;11650;14250;13500;12850;12450;11850;12250;11850;11550;11850;11500;13750;11300;11450;11000;11400;10050;11400;13550;13850;14950;12600;13400;11150;10100;11050;10600;11500;9850;13150;12650;12350;13200
26/09/2022;11050;11650;14300;13500;12850;12450;11850;12400;11850;11550;11850;11500;13750;11300;11450;11050;11400;10050;11400;13550;13850;14950;12550;13550;11200;10100;11050;10600;11500;9850;13150;12650;12350;13200
27/09/2022;11050;11650;14250;13550;12850;12450;11850;12400;11850;11550;11850;11500;13000;11300;11450;11050;11400;10050;11400;13550;13850;14950;12550;13550;11350;10100;11050;10600;11500;9850;13150;12650;12350;13200
28/09/2022;11100;11650;14400;13550;12850;12450;11850;12400;11850;11550;11850;11500;13750;11300;11450;11050;11400;10050;11400;13550;13850;14950;12550;13550;11350;10100;11050;10600;11500;9850;13150;12650;12350;13200
29/09/2022;11100;11650;14400;13600;12850;12450;11850;12400;11850;11550;11850;11500;13750;11300;11450;11050;11400;10050;11400;13550;13850;14950;12550;13550;11300;10100;11050;10600;11500;9850;13150;12650;12300;13200
30/09/2022;11100;11650;14450;13600;12850;12450;11950;12400;11850;11550;11850;11500;13750;11300;11450;11050;11400;10050;11400;13550;13850;14950;12550;13600;11350;10100;11050;10600;11500;9850;13150;12650;12350;13200
03/10/2022;11100;11700;14650;13750;12850;12450;11950;12250;11850;11550;11850;11500;13750;11300;11450;11100;11400;10150;11400;13550;13850;14950;12550;13600;11350;10100;11050;10600;11500;9850;13150;12650;12350;13200
04/10/2022;11100;11650;14850;13750;12850;12450;11950;12250;11850;11600;11850;11500;13750;11350;11450;11100;11400;10150;11400;13550;13850;14950;12550;13600;11350;10100;11050;10600;11500;9850;13150;12650;12400;13200
05/10/2022;11100;11650;14850;13750;12850;12450;11900;12250;11850;11600;11850;11500;13750;11350;11450;11100;11400;10150;11400;13550;13850;14950;12600;13600;11350;10100;11050;10600;11500;9850;13150;12650;12500;13200
06/10/2022;11100;11650;14900;13750;12850;12450;11900;12250;11850;11600;11850;11500;13750;11350;11450;11100;11400;10300;11400;13550;13850;14950;12600;13600;11350;10150;11050;10600;11500;9850;13150;12650;12500;13200
07/10/2022;11050;11650;14900;13750;12850;12450;11900;12250;11850;11650;11850;11500;13750;11350;11450;11100;11400;10300;11400;13550;13850;14950;12600;13600;11350;10150;11050;10850;11500;9850;13150;12650;12500;13200
10/10/2022;11050;11700;14900;13750;12850;12450;11950;12250;11850;11650;11850;11500;13750;11350;11450;11100;11400;10300;11400;13650;13850;14900;12500;13600;11400;10150;11050;10850;11500;9850;13150;12650;12500;13200
11/10/2022;11050;11700;14900;13750;12850;12450;12000;12250;11850;11650;11850;11500;13750;11350;11450;11100;11400;10300;11400;13550;13850;14900;12500;13650;11400;10150;11050;10850;11450;9850;13150;12700;12500;13200
12/10/2022;11050;11700;14950;13750;12850;12450;12000;12250;11850;11650;11850;11500;13750;11350;11450;11100;11400;10300;11400;13550;13850;14900;12500;13650;11400;10150;11050;10850;11450;9850;13150;12650;12450;13200
13/10/2022;11050;11700;14950;13750;12850;12450;12050;12250;11850;11650;11850;11500;13750;11350;11450;11100;11400;10300;11400;13550;13850;14900;12450;13650;11300;10150;11050;10950;11450;9850;13150;12650;12450;13200
14/10/2022;11100;11700;14950;13750;12850;12450;12050;12250;11850;11650;11850;11450;13750;11350;11450;11100;11400;10300;11400;13550;13850;14900;12450;13650;11350;10150;11050;10950;11450;9850;13150;12650;12450;13200
17/10/2022;11050;11700;15000;13800;12850;12450;12050;12250;11850;11650;11850;11500;13750;11350;11450;11100;11400;10300;11400;13550;13850;14900;12500;13650;11300;10150;11050;10950;11450;9850;13150;12650;12450;13200
18/10/2022;11100;11700;15000;13800;12850;12450;12050;12250;11850;11650;11850;11500;13750;11350;11450;11200;11500;10300;11400;13550;13850;14900;12500;13650;11300;10150;11050;10950;11450;9850;13150;12650;12450;13200
19/10/2022;11100;11700;15000;13800;12850;12450;12050;12250;11850;11650;11850;11500;13750;11350;11450;11200;11500;10300;11400;13550;13850;14900;12550;13650;11300;10150;11050;10950;11450;9850;13150;12650;12450;13200
